jsondatas;Identifiant;Type;Catégorie;Description;Localisation;Nom;jsondatas_refdevice_value;jsondatas_refparkinggroup_value;jsondatas_refparkingsite_value;Statut;Date du statut;Adresse;Url
"{""id"": ""1009"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:31:56.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""BT05"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.61933876"", ""5.56397911""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""BT05"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2005"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""143"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:31:56.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588218, ""metadata"": {}}}";1009;ParkingSpot;onstreet,SHOPANDDRIVE;BT05;50.61933876, 5.56397911;BT05;2005;143;LIEGE;Libre;2023-05-10T19:31:56+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""1010"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:19:34.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""BT06"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.61932684"", ""5.56393351""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""BT06"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1946"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""143"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:19:34.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588189, ""metadata"": {}}}";1010;ParkingSpot;onstreet,SHOPANDDRIVE;BT06;50.61932684, 5.56393351;BT06;1946;143;LIEGE;Occupé;2023-05-10T19:19:34+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""1021"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:21:47.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""HB03"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.64867868"", ""5.55422697""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""HB03"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1987"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""146"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:21:47.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588199, ""metadata"": {}}}";1021;ParkingSpot;onstreet,SHOPANDDRIVE;HB03;50.64867868, 5.55422697;HB03;1987;146;LIEGE;Occupé;2023-05-10T19:21:47+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""925"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:24:54.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""NA01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.64474244"", ""5.60193136""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""NA01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1904"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""118"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:24:54.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588206, ""metadata"": {}}}";925;ParkingSpot;onstreet,SHOPANDDRIVE;NA01;50.64474244, 5.60193136;NA01;1904;118;LIEGE;Occupé;2023-05-10T19:24:54+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""397"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""KISSANDRIDE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:22:05.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""AV06"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63664810"", ""5.56744401""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""AV06"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2052"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""162"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:22:05.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588200, ""metadata"": {}}}";397;ParkingSpot;onstreet,KISSANDRIDE;AV06;50.6366481, 5.56744401;AV06;2052;162;LIEGE;Occupé;2023-05-10T19:22:05+02:00;;https://www.liege.be/kissandride
"{""id"": ""400"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""KISSANDRIDE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:19:37.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""AV09"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63123179"", ""5.56774376""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""AV09"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2045"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""162"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:19:37.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588190, ""metadata"": {}}}";400;ParkingSpot;onstreet,KISSANDRIDE;AV09;50.63123179, 5.56774376;AV09;2045;162;LIEGE;Occupé;2023-05-10T19:19:37+02:00;;https://www.liege.be/kissandride
"{""id"": ""399"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""KISSANDRIDE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:16:52.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""AV08"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63129134"", ""5.56771157""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""AV08"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2039"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""162"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:16:52.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588179, ""metadata"": {}}}";399;ParkingSpot;onstreet,KISSANDRIDE;AV08;50.63129134, 5.56771157;AV08;2039;162;LIEGE;Occupé;2023-05-10T19:16:52+02:00;;https://www.liege.be/kissandride
"{""id"": ""339"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""KISSANDRIDE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:18:03.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""CH01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.64520991"", ""5.63109514""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""CH01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2003"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""52"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:18:03.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588181, ""metadata"": {}}}";339;ParkingSpot;onstreet,KISSANDRIDE;CH01;50.64520991, 5.63109514;CH01;2003;52;LIEGE;Libre;2023-05-10T19:18:03+02:00;;https://www.liege.be/kissandride
"{""id"": ""374"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""KISSANDRIDE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:22:32.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""WA02"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.62970678"", ""5.55646545""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""WA02"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1970"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""65"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:22:32.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587982, ""metadata"": {}}}";374;ParkingSpot;onstreet,KISSANDRIDE;WA02;50.62970678, 5.55646545;WA02;1970;65;LIEGE;Libre;2023-05-10T19:22:32+02:00;;https://www.liege.be/kissandride
"{""id"": ""129"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:25:15.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""CM05"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.64074200"", ""5.57249900""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""CM05"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1742"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""10"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:25:15.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588208, ""metadata"": {}}}";129;ParkingSpot;onstreet,SHOPANDDRIVE;CM05;50.640742, 5.572499;CM05;1742;10;LIEGE;Occupé;2023-05-10T19:25:15+02:00;Rue Charles-Magnette;https://www.liege.be/shopanddrive
"{""id"": ""174"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:24:28.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""GU15"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.62683600"", ""5.56639600""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""GU15"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1786"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""1"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:24:27.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588205, ""metadata"": {}}}";174;ParkingSpot;onstreet,SHOPANDDRIVE;GU15;50.626836, 5.566396;GU15;1786;1;LIEGE;Occupé;2023-05-10T19:24:27+02:00;Rue des Guillemins;https://www.liege.be/shopanddrive
"{""id"": ""231"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:11:59.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""CL10"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63925275"", ""5.57283686""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""CL10"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2113"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""13"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:11:59.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588087, ""metadata"": {}}}";231;ParkingSpot;onstreet,SHOPANDDRIVE;CL10;50.63925275, 5.57283686;CL10;2113;13;LIEGE;Libre;2023-05-10T19:11:59+02:00;Rue des Clarisses;https://www.liege.be/shopanddrive
"{""id"": ""101"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:29:21.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""CL08"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63863100"", ""5.57104200""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""CL08"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2141"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""13"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:29:21.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587968, ""metadata"": {}}}";101;ParkingSpot;onstreet,SHOPANDDRIVE;CL08;50.638631, 5.571042;CL08;2141;13;LIEGE;Libre;2023-05-10T19:29:21+02:00;Rue des Clarisses;https://www.liege.be/shopanddrive
"{""id"": ""25"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:30:12.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""SU04"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.64083300"", ""5.58207500""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""SU04"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1916"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""5"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:30:12.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588224, ""metadata"": {}}}";25;ParkingSpot;onstreet,SHOPANDDRIVE;SU04;50.640833, 5.582075;SU04;1916;5;LIEGE;Occupé;2023-05-10T19:30:12+02:00;Rue Surlet;https://www.liege.be/shopanddrive
"{""id"": ""1018"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:15:37.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""HO02"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.64985404"", ""5.54799202""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""HO02"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1989"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""145"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:15:37.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588178, ""metadata"": {}}}";1018;ParkingSpot;onstreet,SHOPANDDRIVE;HO02;50.64985404, 5.54799202;HO02;1989;145;LIEGE;Occupé;2023-05-10T19:15:37+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""917"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:35:13.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""GL03"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.65473561"", ""5.57329706""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""GL03"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1924"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""114"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:35:13.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588230, ""metadata"": {}}}";917;ParkingSpot;onstreet,SHOPANDDRIVE;GL03;50.65473561, 5.57329706;GL03;1924;114;LIEGE;Occupé;2023-05-10T19:35:13+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""1057"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:29:26.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""CP04"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.65539479"", ""5.56556128""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""CP04"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1923"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""47"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:29:26.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588216, ""metadata"": {}}}";1057;ParkingSpot;onstreet,SHOPANDDRIVE;CP04;50.65539479, 5.56556128;CP04;1923;47;LIEGE;Libre;2023-05-10T19:29:26+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""354"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""KISSANDRIDE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:29:54.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""CO01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.58868124"", ""5.57013748""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""CO01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1864"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""57"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:29:54.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588049, ""metadata"": {}}}";354;ParkingSpot;onstreet,KISSANDRIDE;CO01;50.58868124, 5.57013748;CO01;1864;57;LIEGE;Libre;2023-05-10T19:29:54+02:00;;https://www.liege.be/kissandride
"{""id"": ""943"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:30:05.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""PV01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.64357824"", ""5.58704004""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""PV01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2002"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""125"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""OCCUPIED"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:30:05.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588222, ""metadata"": {}}}";943;ParkingSpot;onstreet,SHOPANDDRIVE;PV01;50.64357824, 5.58704004;PV01;2002;125;LIEGE;Occupé;2023-05-10T19:30:05+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""363"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""KISSANDRIDE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:31:16.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""SM01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.63262710"", ""5.56492003""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""SM01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1827"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""61"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:31:16.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3587822, ""metadata"": {}}}";363;ParkingSpot;onstreet,KISSANDRIDE;SM01;50.6326271, 5.56492003;SM01;1827;61;LIEGE;Libre;2023-05-10T19:31:16+02:00;;https://www.liege.be/kissandride
"{""id"": ""881"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:31:44.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""SL04"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.64817625"", ""5.58676779""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""SL04"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""1909"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""49"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:31:44.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588153, ""metadata"": {}}}";881;ParkingSpot;onstreet,SHOPANDDRIVE;SL04;50.64817625, 5.58676779;SL04;1909;49;LIEGE;Libre;2023-05-10T19:31:44+02:00;;https://www.liege.be/shopanddrive
"{""id"": ""1005"", ""type"": ""ParkingSpot"", ""category"": {""type"": ""Text"", ""value"": [""onstreet"", ""SHOPANDDRIVE""], ""metadata"": {}}, ""dateModified"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:35:29.00Z"", ""metadata"": {}}, ""description"": {""type"": ""Text"", ""value"": ""BT01"", ""metadata"": {}}, ""location"": {""type"": ""Point"", ""value"": {""coordinates"": [""50.61940342"", ""5.56420307""]}, ""metadata"": {}}, ""name"": {""type"": ""Text"", ""value"": ""BT01"", ""metadata"": {}}, ""refDevice"": {""type"": ""Text"", ""value"": ""2134"", ""metadata"": {}}, ""refParkingGroup"": {""type"": ""Text"", ""value"": ""143"", ""metadata"": {}}, ""refParkingSite"": {""type"": ""Text"", ""value"": ""LIEGE"", ""metadata"": {}}, ""status"": {""type"": ""Text"", ""value"": ""FREE"", ""metadata"": {""timestamp"": {""type"": ""DateTime"", ""value"": ""2023-05-10T17:35:29.00Z""}}}, ""session"": {""type"": ""Number"", ""value"": 3588226, ""metadata"": {}}}";1005;ParkingSpot;onstreet,SHOPANDDRIVE;BT01;50.61940342, 5.56420307;BT01;2134;143;LIEGE;Libre;2023-05-10T19:35:29+02:00;;https://www.liege.be/shopanddrive
