Geo Point;Geo Shape;Identifiant;Code rue (ICAR / BeStaddress);Rue;Code rue;Numéro;Identifiant d'adresse (ICAR / BeStaddress);Commune;Code postal;Places disponibles;Date de création;Date de dernière modification;Statut;Année de mise en service;Largeur;Longueur;Ville
50.6122544958, 5.5561993596;"{""coordinates"": [5.5561993596, 50.6122544958], ""type"": ""Point""}";1902;7729828;Es-Lairesse;9822;8;1106194;Liège;4000;1;2022-10-31;2022-12-05;Existant;2022;;6;Liège
50.6425271916, 5.6085602526;"{""coordinates"": [5.6085602526, 50.6425271916], ""type"": ""Point""}";1929;7731421;rue Winston Churchill;6253;295;1160736;Liège;4020;1;2023-02-15;2023-03-09;Existant;;;6;Liège
50.6635224774, 5.5605802102;"{""coordinates"": [5.5605802102, 50.6635224774], ""type"": ""Point""}";1948;7730712;rue des Quatorze-Verges;8221;379;1225406;Liège;4000;1;2023-03-30;2023-04-17;Existant;2023;;6;Liège
50.6400257315, 5.620235559;"{""coordinates"": [5.620235559, 50.6400257315], ""type"": ""Point""}";685;7730299;rue de Bois-de-Breux;6417;134;1912013;Liège;4020;1;2013-05-30;2022-11-01;Existant;;;;Liège
50.6128658492, 5.6203722838;"{""coordinates"": [5.6203722838, 50.6128658492], ""type"": ""Point""}";1915;7730309;rue de Chèvremont;7414;2;1106047;Liège;4032;2;2022-11-01;2022-11-01;Existant;;;;Liège
50.6718150933, 5.6516361883;"{""coordinates"": [5.6516361883, 50.6718150933], ""type"": ""Point""}";1956;7730862;rue du Pont de Wandre;6636;199;1233724;Liège;4020;1;2023-03-30;2023-04-17;Existant;2023;;6;Liège
50.611822854, 5.616210403;"{""coordinates"": [5.616210403, 50.611822854], ""type"": ""Point""}";1917;7730449;rue de l'Eglise;742;34;1115588;Liège;4032;1;2022-11-01;2022-11-01;Existant;;;;Liège
50.6289325647, 5.5880832394;"{""coordinates"": [5.5880832394, 50.6289325647], ""type"": ""Point""}";1918;7729647;avenue Francisco Ferrer;7741;4;1107135;Liège;4030;1;2022-11-02;2022-11-02;Existant;;;;Liège
50.6281756215, 5.5713721818;"{""coordinates"": [5.5713721818, 50.6281756215], ""type"": ""Point""}";864;7729596;avenue Blonden;31;68;1126308;Liège;4000;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6447058786, 5.6058296909;"{""coordinates"": [5.6058296909, 50.6447058786], ""type"": ""Point""}";1349;7729611;avenue de la Croix-Rouge;6212;198;1107068;Liège;4020;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6444655323, 5.605135031;"{""coordinates"": [5.605135031, 50.6444655323], ""type"": ""Point""}";1350;7729611;avenue de la Croix-Rouge;6212;186;1107073;Liège;4020;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6443891194, 5.6046075695;"{""coordinates"": [5.6046075695, 50.6443891194], ""type"": ""Point""}";1777;7729611;avenue de la Croix-Rouge;6212;164;1107084;Liège;4020;2;2021-08-25;2021-08-25;Existant;;;;Liège
50.6633734255, 5.5938208005;"{""coordinates"": [5.5938208005, 50.6633734255], ""type"": ""Point""}";1357;7729637;avenue Dieudonné Lambrecht;21;7;1119967;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6399755911, 5.5935738975;"{""coordinates"": [5.5935738975, 50.6399755911], ""type"": ""Point""}";682;7730441;rue de l'Armistice;622;16;1104364;Liège;4020;1;2013-05-30;2021-08-25;Existant;;;;Liège
50.6124775439, 5.5977887031;"{""coordinates"": [5.5977887031, 50.6124775439], ""type"": ""Point""}";1591;7731391;rue Vaudrée;725;36;1873810;Liège;4031;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6404026775, 5.5969694902;"{""coordinates"": [5.5969694902, 50.6404026775], ""type"": ""Point""}";1754;7731395;rue Victor Carpentier;6251;11;1150030;Liège;4020;1;2021-08-20;2021-08-20;Existant;;;;Liège
50.6367198295, 5.5769516432;"{""coordinates"": [5.5769516432, 50.6367198295], ""type"": ""Point""}";1686;7730107;quai Churchill;723;12;1113693;Liège;4020;2;2021-04-13;2021-04-13;Existant;;;;Liège
50.602958578, 5.6051201;"{""coordinates"": [5.6051201, 50.602958578], ""type"": ""Point""}";1833;7730142;quai Saint-Paul de Sinçay;7241;103;1108862;Liège;4031;1;2021-11-26;2021-11-26;Existant;;;;Liège
50.6273122047, 5.584375254;"{""coordinates"": [5.584375254, 50.6273122047], ""type"": ""Point""}";1668;7730730;rue des Vennes;1258;112;1241319;Liège;4020;1;2021-03-31;2022-02-07;Existant;;;;Liège
50.6302120608, 5.6285546432;"{""coordinates"": [5.6285546432, 50.6302120608], ""type"": ""Point""}";1581;7729648;avenue Freddy Terwagne;7666;3;1441771;Liège;4030;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6295297953, 5.6296538896;"{""coordinates"": [5.6296538896, 50.6295297953], ""type"": ""Point""}";1408;7729648;avenue Freddy Terwagne;7666;6;1107123;Liège;4030;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6318805217, 5.5696178047;"{""coordinates"": [5.5696178047, 50.6318805217], ""type"": ""Point""}";1543;7729664;avenue Rogier;365;18;1121257;Liège;4000;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6307092203, 5.5680728796;"{""coordinates"": [5.5680728796, 50.6307092203], ""type"": ""Point""}";1798;7729672;boulevard d'Avroy;31;276;1119508;Liège;4000;1;2021-08-27;2021-08-27;Existant;;;;Liège
50.6218024925, 5.5943756709;"{""coordinates"": [5.5943756709, 50.6218024925], ""type"": ""Point""}";1365;7729674;boulevard de Douai;7784;21;1121671;Liège;4030;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6670818366, 5.5570811831;"{""coordinates"": [5.5570811831, 50.6670818366], ""type"": ""Point""}";1322;7729709;chaussée de Tongres;8227;139;1130371;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6487827409, 5.5677519905;"{""coordinates"": [5.5677519905, 50.6487827409], ""type"": ""Point""}";1492;7729933;Montagne Sainte-Walburge;851;43;1105875;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6434944053, 5.6330619893;"{""coordinates"": [5.6330619893, 50.6434944053], ""type"": ""Point""}";1257;7729985;place des Abeilles;642;6;1117086;Liège;4020;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6198602119, 5.5779212961;"{""coordinates"": [5.5779212961, 50.6198602119], ""type"": ""Point""}";1545;7730118;quai de Rome;366;84;1107984;Liège;4000;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6371022363, 5.6046285271;"{""coordinates"": [5.6046285271, 50.6371022363], ""type"": ""Point""}";1847;7729655;avenue Joseph Merlot;6322;152;1220330;Liège;4020;1;2022-04-28;2022-08-19;Existant;2022;;6;Liège
50.6268205322, 5.5734664;"{""coordinates"": [5.5734664, 50.6268205322], ""type"": ""Point""}";1544;7730118;quai de Rome;366;6;1108005;Liège;4000;1;2021-03-27;2022-09-02;Existant;;;;Liège
50.6181801912, 5.5933658403;"{""coordinates"": [5.5933658403, 50.6181801912], ""type"": ""Point""}";1273;7730120;quai des Ardennes;124;66;1123556;Liège;4020;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6355197851, 5.5758477264;"{""coordinates"": [5.5758477264, 50.6355197851], ""type"": ""Point""}";1815;7730134;quai Marcellis;763;4;1446954;Liège;4020;1;2021-08-27;2021-08-27;Existant;;;;Liège
50.6239646635, 5.580324525;"{""coordinates"": [5.580324525, 50.6239646635], ""type"": ""Point""}";1708;7730135;quai Mativa;1235;56;1126164;Liège;4020;1;2021-05-17;2021-05-17;Existant;;;;Liège
50.6386193622, 5.5759121688;"{""coordinates"": [5.5759121688, 50.6386193622], ""type"": ""Point""}";829;7730138;quai Paul Van Hoegaerden;249;2;1117435;Liège;4000;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6475606021, 5.589011818;"{""coordinates"": [5.589011818, 50.6475606021], ""type"": ""Point""}";1553;7730141;quai Saint-Léonard;52;19;1119651;Liège;4000;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6226973006, 5.5716420696;"{""coordinates"": [5.5716420696, 50.6226973006], ""type"": ""Point""}";1677;7730181;rue Auguste Buisseret;342;20;0;Liège;4000;1;2021-04-07;2021-04-07;Existant;;;;Liège
50.6218546382, 5.5724011958;"{""coordinates"": [5.5724011958, 50.6218546382], ""type"": ""Point""}";1676;7730181;rue Auguste Buisseret;342;50;1117112;Liège;4000;1;2021-04-07;2021-04-07;Existant;;;;Liège
50.642185949, 5.6318623695;"{""coordinates"": [5.6318623695, 50.642185949], ""type"": ""Point""}";746;7730187;rue Auguste Ponson;641;2;1136910;Liège;4020;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6426107997, 5.6298742047;"{""coordinates"": [5.6298742047, 50.6426107997], ""type"": ""Point""}";747;7730187;rue Auguste Ponson;641;46;1136890;Liège;4020;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6424895387, 5.5512519068;"{""coordinates"": [5.5512519068, 50.6424895387], ""type"": ""Point""}";1728;7730191;rue Bagolet;415;62;1117540;Liège;4000;1;2021-08-19;2021-08-19;Existant;;;;Liège
50.6364969085, 5.598086962;"{""coordinates"": [5.598086962, 50.6364969085], ""type"": ""Point""}";1286;7730204;rue Belle-Vue;633;62;1111610;Liège;4020;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6253925526, 5.6152882656;"{""coordinates"": [5.6152882656, 50.6253925526], ""type"": ""Point""}";1289;7730205;rue Belleflamme;763;357;1239819;Liège;4030;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.624597178, 5.5521496871;"{""coordinates"": [5.5521496871, 50.624597178], ""type"": ""Point""}";1700;7730217;rue Bois d'Avroy;951;50;1104161;Liège;4000;1;2021-05-17;2021-05-17;Existant;;;;Liège
50.6634709714, 5.5671750662;"{""coordinates"": [5.5671750662, 50.6634709714], ""type"": ""Point""}";1300;7730229;rue Bontemps;81;109;1133097;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.662570021, 5.5651805349;"{""coordinates"": [5.5651805349, 50.662570021], ""type"": ""Point""}";1733;7730229;rue Bontemps;81;49;1124515;Liège;4000;1;2021-08-19;2021-08-19;Existant;;;;Liège
50.6633142909, 5.5669965233;"{""coordinates"": [5.5669965233, 50.6633142909], ""type"": ""Point""}";1624;7730229;rue Bontemps;81;98;1124475;Liège;4000;1;2021-03-31;2021-03-31;Existant;;;;Liège
50.662882776, 5.5660268944;"{""coordinates"": [5.5660268944, 50.662882776], ""type"": ""Point""}";1299;7730229;rue Bontemps;81;70;1124502;Liège;4000;1;2021-03-25;2021-03-30;Existant;;;;Liège
50.6396738433, 5.5416524622;"{""coordinates"": [5.5416524622, 50.6396738433], ""type"": ""Point""}";1312;7730235;rue Burenville;424;135;1109406;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6102525926, 5.6011941058;"{""coordinates"": [5.6011941058, 50.6102525926], ""type"": ""Point""}";1313;7730236;rue Burton;724;51;1239756;Liège;4031;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6302982775, 5.6066493962;"{""coordinates"": [5.6066493962, 50.6302982775], ""type"": ""Point""}";1317;7730242;rue Célestin Demblon;7952;5;1112390;Liège;4030;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6121979227, 5.5572515193;"{""coordinates"": [5.5572515193, 50.6121979227], ""type"": ""Point""}";1336;7730270;rue Côte d'Or;9817;58;1209361;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6539398136, 5.5661457181;"{""coordinates"": [5.5661457181, 50.6539398136], ""type"": ""Point""}";1316;7730304;rue de Campine;813;266;1207254;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6550359012, 5.5683980343;"{""coordinates"": [5.5683980343, 50.6550359012], ""type"": ""Point""}";1314;7730304;rue de Campine;813;388;1235490;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6552732533, 5.5712566937;"{""coordinates"": [5.5712566937, 50.6552732533], ""type"": ""Point""}";969;7730304;rue de Campine;813;468;1114667;Liège;4000;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6216713469, 5.5849746918;"{""coordinates"": [5.5849746918, 50.6216713469], ""type"": ""Point""}";1755;7730305;rue de Chaudfontaine;1211;2;1116845;Liège;4020;1;2021-08-20;2021-08-20;Existant;;;;Liège
50.6217610937, 5.5731712106;"{""coordinates"": [5.5731712106, 50.6217610937], ""type"": ""Point""}";1399;7730319;rue de Fragnée;329;180;1111179;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6268479249, 5.5725548198;"{""coordinates"": [5.5725548198, 50.6268479249], ""type"": ""Point""}";1697;7730319;rue de Fragnée;329;4;1873639;Liège;4000;2;2021-04-28;2021-04-28;Existant;;;;Liège
50.6183733103, 5.6239846294;"{""coordinates"": [5.6239846294, 50.6183733103], ""type"": ""Point""}";1714;7730320;rue de Gaillarmont;7531;258;1104774;Liège;4032;1;2021-05-17;2021-05-17;Existant;;;;Liège
50.6227328649, 5.5763016414;"{""coordinates"": [5.5763016414, 50.6227328649], ""type"": ""Point""}";1426;7730324;rue de Harlez;335;1;1220124;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6553872788, 5.5770797126;"{""coordinates"": [5.5770797126, 50.6553872788], ""type"": ""Point""}";1738;7730347;rue de la Chaîne;817;15;1131018;Liège;4000;1;2021-08-19;2021-08-19;Existant;;;;Liège
50.6560207852, 5.5775321368;"{""coordinates"": [5.5775321368, 50.6560207852], ""type"": ""Point""}";1741;7730347;rue de la Chaîne;817;34;1133250;Liège;4000;1;2021-08-19;2021-08-19;Existant;;;;Liège
50.6200803068, 5.6034895265;"{""coordinates"": [5.6034895265, 50.6200803068], ""type"": ""Point""}";1394;7730366;rue de la Fonderie;783;5;1110379;Liège;4030;1;2021-03-25;2021-08-20;Existant;;;;Liège
50.6195610585, 5.6206802395;"{""coordinates"": [5.6206802395, 50.6195610585], ""type"": ""Point""}";803;7730375;rue de la Jonchaie;7526;9;1130171;Liège;4032;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6477841051, 5.5566284913;"{""coordinates"": [5.5566284913, 50.6477841051], ""type"": ""Point""}";1718;7730378;rue de la Légia;476;28;1912172;Liège;4000;1;2021-06-03;2021-06-03;Existant;;;;Liège
50.6205750536, 5.5893382188;"{""coordinates"": [5.5893382188, 50.6205750536], ""type"": ""Point""}";1802;7730434;rue de l'Amblève;123;2;1103899;Liège;4020;1;2021-08-27;2021-08-27;Existant;;;;Liège
50.6202476913, 5.5892257344;"{""coordinates"": [5.5892257344, 50.6202476913], ""type"": ""Point""}";1620;7730434;rue de l'Amblève;123;8;1103893;Liège;4020;1;2021-03-31;2021-03-31;Existant;;;;Liège
50.6205755576, 5.589539207;"{""coordinates"": [5.589539207, 50.6205755576], ""type"": ""Point""}";1265;7730434;rue de l'Amblève;123;1;1103901;Liège;4020;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6274305279, 5.5972841406;"{""coordinates"": [5.5972841406, 50.6274305279], ""type"": ""Point""}";1751;7730479;rue de Magdebourg;7969;12;1106055;Liège;4030;1;2021-08-20;2021-08-20;Existant;;;;Liège
50.6432916414, 5.596131806;"{""coordinates"": [5.596131806, 50.6432916414], ""type"": ""Point""}";1521;7730490;rue de Porto;6214;12;1106470;Liège;4020;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6338284367, 5.5793121888;"{""coordinates"": [5.5793121888, 50.6338284367], ""type"": ""Point""}";1567;7730499;rue de Seraing;783;9;1207396;Liège;4020;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.621571893, 5.5893570682;"{""coordinates"": [5.5893570682, 50.621571893], ""type"": ""Point""}";1663;7730506;rue de Stavelot;1256;2;1125556;Liège;4020;1;2021-03-31;2021-03-31;Existant;;;;Liège
50.6290640066, 5.5446686992;"{""coordinates"": [5.5446686992, 50.6290640066], ""type"": ""Point""}";1582;7730510;rue de Tilleur;961;75;1108307;Liège;4000;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.613063576, 5.5516287143;"{""coordinates"": [5.5516287143, 50.613063576], ""type"": ""Point""}";1586;7730511;rue de Trazegnies;9884;30;1236075;Liège;4000;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.643402737, 5.5566902711;"{""coordinates"": [5.5566902711, 50.643402737], ""type"": ""Point""}";1670;7730519;rue de Waroux;4111;15;1236867;Liège;4000;1;2021-03-31;2021-03-31;Existant;;;;Liège
50.6407368916, 5.5925268467;"{""coordinates"": [5.5925268467, 50.6407368916], ""type"": ""Point""}";1354;7730534;rue Denis Sotiau;727;58;1237902;Liège;4020;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6440220131, 5.6334519794;"{""coordinates"": [5.6334519794, 50.6440220131], ""type"": ""Point""}";1618;7730548;rue des Argilières;649;65;1220640;Liège;4020;1;2021-03-31;2021-03-31;Existant;;;;Liège
50.6088408345, 5.5517744371;"{""coordinates"": [5.5517744371, 50.6088408345], ""type"": ""Point""}";1284;7730556;rue des Beaux-Arts;987;33;1229733;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6349852985, 5.5875546605;"{""coordinates"": [5.5875546605, 50.6349852985], ""type"": ""Point""}";1319;7730579;rue des Champs;719;4;1239112;Liège;4020;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6345247358, 5.6036081612;"{""coordinates"": [5.6036081612, 50.6345247358], ""type"": ""Point""}";1786;7730618;rue des Fortifications;792;69;1440985;Liège;4030;2;2021-08-25;2021-08-25;Existant;;;;Liège
50.6348918894, 5.6009422275;"{""coordinates"": [5.6009422275, 50.6348918894], ""type"": ""Point""}";1409;7730627;rue des Fusillés;6319;56;1221540;Liège;4020;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6541997086, 5.5741337935;"{""coordinates"": [5.5741337935, 50.6541997086], ""type"": ""Point""}";1419;7730630;rue des Glacis;837;27;1215056;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6057473373, 5.6209505277;"{""coordinates"": [5.6209505277, 50.6057473373], ""type"": ""Point""}";1642;7730633;rue des Grands Prés;7482;177;1232615;Liège;4032;1;2021-03-31;2021-03-31;Existant;;;;Liège
50.6297953865, 5.5682625461;"{""coordinates"": [5.5682625461, 50.6297953865], ""type"": ""Point""}";831;7730636;rue des Guillemins;333;12;1871745;Liège;4000;2;2013-05-30;2021-09-02;Existant;;;;Liège
50.6213910777, 5.5555604067;"{""coordinates"": [5.5555604067, 50.6213910777], ""type"": ""Point""}";1483;7730666;rue des Mésanges;9118;34;1240882;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6463779326, 5.5620451138;"{""coordinates"": [5.5620451138, 50.6463779326], ""type"": ""Point""}";1485;7730668;rue des Meuniers;482;16;1234454;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6361307147, 5.5460989541;"{""coordinates"": [5.5460989541, 50.6361307147], ""type"": ""Point""}";1768;7730693;rue des Peupliers;492;16;1218233;Liège;4000;1;2021-08-20;2021-08-20;Existant;;;;Liège
50.6360724649, 5.5900958936;"{""coordinates"": [5.5900958936, 50.6360724649], ""type"": ""Point""}";1523;7730704;rue des Prébendiers;774;1;1224982;Liège;4020;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6358892301, 5.5895196991;"{""coordinates"": [5.5895196991, 50.6358892301], ""type"": ""Point""}";1657;7730704;rue des Prébendiers;774;20;1227212;Liège;4020;1;2021-03-31;2021-03-31;Existant;;;;Liège
50.6698580505, 5.6578251548;"{""coordinates"": [5.6578251548, 50.6698580505], ""type"": ""Point""}";1527;7730706;rue des Prés;6639;28;1912838;Liège;4020;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6617303968, 5.6521359504;"{""coordinates"": [5.6521359504, 50.6617303968], ""type"": ""Point""}";1779;7730706;rue des Prés;6639;312;1912993;Liège;4020;1;2021-08-25;2021-08-25;Existant;;;;Liège
50.6697853791, 5.657753842;"{""coordinates"": [5.657753842, 50.6697853791], ""type"": ""Point""}";1526;7730706;rue des Prés;6639;34;1912840;Liège;4020;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6265903933, 5.6036363599;"{""coordinates"": [5.6036363599, 50.6265903933], ""type"": ""Point""}";1566;7730718;rue des Semailles;7974;1;1216858;Liège;4030;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6449492141, 5.5838234178;"{""coordinates"": [5.5838234178, 50.6449492141], ""type"": ""Point""}";1580;7730722;rue des Tanneurs;68;35;1208297;Liège;4020;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6228609533, 5.5902771649;"{""coordinates"": [5.5902771649, 50.6228609533], ""type"": ""Point""}";1596;7730730;rue des Vennes;1258;197;1208745;Liège;4020;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.616616757, 5.5980616627;"{""coordinates"": [5.5980616627, 50.616616757], ""type"": ""Point""}";1752;7730730;rue des Vennes;1258;385;1226272;Liège;4020;1;2021-08-20;2021-08-20;Existant;;;;Liège
50.6457801813, 5.6252262283;"{""coordinates"": [5.6252262283, 50.6457801813], ""type"": ""Point""}";1635;7730740;rue Désiré Simonis;6435;17;1210053;Liège;4020;1;2021-03-31;2021-03-31;Existant;;;;Liège
50.6323038043, 5.6298269596;"{""coordinates"": [5.6298269596, 50.6323038043], ""type"": ""Point""}";1301;7730749;rue Docteur Bordet;766;12;1227689;Liège;4030;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6514433015, 5.5933087592;"{""coordinates"": [5.5933087592, 50.6514433015], ""type"": ""Point""}";1363;7730753;rue Dony;536;48;1210508;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6779751107, 5.5630240949;"{""coordinates"": [5.5630240949, 50.6779751107], ""type"": ""Point""}";1705;7730794;rue du Cheval Blanc;8233;50;1219090;Liège;4000;1;2021-05-17;2021-05-17;Existant;;;;Liège
