Geo Point;Geo Shape;Identifiant;Code rue (ICAR / BeStaddress);Rue;Code rue;Numéro;Identifiant d'adresse (ICAR / BeStaddress);Commune;Code postal;Places disponibles;Date de création;Date de dernière modification;Statut;Année de mise en service;Largeur;Longueur;Ville
50.6101217691, 5.618286834;"{""coordinates"": [5.618286834, 50.6101217691], ""type"": ""Point""}";1854;7730823;rue du Gravier;7425;105;1211898;Liège;4032;1;2022-04-28;2022-11-10;Existant;2022;;;Liège
50.651988695, 5.5712664521;"{""coordinates"": [5.5712664521, 50.651988695], ""type"": ""Point""}";1900;7729933;Montagne Sainte-Walburge;851;187;1226752;Liège;4000;1;2022-10-31;2022-12-05;Existant;2022;;6;Liège
50.6406482534, 5.5855610931;"{""coordinates"": [5.5855610931, 50.6406482534], ""type"": ""Point""}";1898;7731068;rue Jean d'Outremeuse;61;58;1240763;Liège;4020;1;2022-10-31;2022-12-15;Existant;2022;;6;Liège
50.6247917648, 5.5482684494;"{""coordinates"": [5.5482684494, 50.6247917648], ""type"": ""Point""}";1927;7730989;rue Georges Antoine;93;18;1210628;Liège;4000;1;2023-02-15;2023-02-15;Existant;;;6;Liège
50.6742425704, 5.5446038863;"{""coordinates"": [5.5446038863, 50.6742425704], ""type"": ""Point""}";1921;7730285;rue d'Ans;823;42;1125793;Liège;4000;1;2023-01-18;2023-02-15;Existant;2023;;6;Liège
50.6444285211, 5.6022345599;"{""coordinates"": [5.6022345599, 50.6444285211], ""type"": ""Point""}";1946;7729624;avenue de Nancy;2225;55;1874148;Liège;4020;1;2023-03-30;2023-03-30;Existant;2023;;;Liège
50.6358675088, 5.5956025175;"{""coordinates"": [5.5956025175, 50.6358675088], ""type"": ""Point""}";1962;7731092;rue Joseph Dejardin;75;38;1213186;Liège;4020;1;2023-04-17;2023-04-17;Existant;2023;;6;Liège
50.6279979339, 5.60163371;"{""coordinates"": [5.60163371, 50.6279979339], ""type"": ""Point""}";1878;7730967;rue Fraischamps;7962;55;1220551;Liège;4030;1;2022-07-04;2022-07-04;Existant;2022;;6;Liège
50.6369594726, 5.5587242807;"{""coordinates"": [5.5587242807, 50.6369594726], ""type"": ""Point""}";1913;7731281;rue Reynier;255;40;1154225;Liège;4000;1;2022-11-01;2022-11-01;Existant;;;6;Liège
50.6196417486, 5.5942445269;"{""coordinates"": [5.5942445269, 50.6196417486], ""type"": ""Point""}";1944;7730730;rue des Vennes;1258;340;1226292;Liège;4020;1;2023-03-02;2023-03-02;Existant;2023;;6;Liège
50.6435543658, 5.5863297535;"{""coordinates"": [5.5863297535, 50.6435543658], ""type"": ""Point""}";1863;7729676;boulevard de la Constitution;616;52;1450988;Liège;4020;1;2022-06-20;2022-06-20;Existant;;;6;Liège
50.6209014989, 5.5742888488;"{""coordinates"": [5.5742888488, 50.6209014989], ""type"": ""Point""}";1879;7730904;rue du Vieux Mayeur;38;53;1223045;Liège;4000;1;2022-07-04;2022-07-04;Existant;;;6;Liège
50.6212106786, 5.5884838911;"{""coordinates"": [5.5884838911, 50.6212106786], ""type"": ""Point""}";1904;7730512;rue de Turin;1262;4;1236132;Liège;4020;1;2022-10-31;2022-12-05;Existant;2022;;6;Liège
50.6403551044, 5.5428856373;"{""coordinates"": [5.5428856373, 50.6403551044], ""type"": ""Point""}";1949;7730447;rue de l'Avocat;413;4;1121945;Liège;4000;1;2023-03-30;2023-04-17;Existant;2023;;;Liège
50.6391508279, 5.5394592769;"{""coordinates"": [5.5394592769, 50.6391508279], ""type"": ""Point""}";1864;7731320;rue Saint-Nicolas;4236;317;1176968;Liège;4000;1;2022-06-20;2022-06-20;Existant;;;6;Liège
50.6573247106, 5.5707635907;"{""coordinates"": [5.5707635907, 50.6573247106], ""type"": ""Point""}";1940;7731486;Vieille Voie de Tongres;872;22;1198523;Liège;4000;1;2023-02-15;2023-03-23;Existant;2023;;6;Liège
50.6233779006, 5.5845585966;"{""coordinates"": [5.5845585966, 50.6233779006], ""type"": ""Point""}";1906;7730514;rue de Verviers;1261;9;1227514;Liège;4020;1;2022-10-31;2022-12-22;Existant;2022;;6;Liège
50.6408858677, 5.541882518;"{""coordinates"": [5.541882518, 50.6408858677], ""type"": ""Point""}";1908;7730457;rue de l'Espérance;443;141;1135475;Liège;4000;1;2022-10-31;2022-11-18;Existant;;;6;Liège
50.6274856304, 5.5890357581;"{""coordinates"": [5.5890357581, 50.6274856304], ""type"": ""Point""}";1889;7731021;rue Haute-Wez;7746;172;1229595;Liège;4030;1;2022-09-14;2022-12-14;Existant;2022;;6;Liège
50.6441257658, 5.6317588948;"{""coordinates"": [5.6317588948, 50.6441257658], ""type"": ""Point""}";1935;7730536;rue Derrière-le-Château;6434;25;1237892;Liège;4020;1;2023-02-15;2023-03-16;Existant;;;6;Liège
50.6583255331, 5.5698617803;"{""coordinates"": [5.5698617803, 50.6583255331], ""type"": ""Point""}";1953;7731067;rue Jean Dister;84;14;1214523;Liège;4000;1;2023-03-30;2023-04-17;Existant;2023;;6;Liège
50.6706510653, 5.6553155261;"{""coordinates"": [5.6553155261, 50.6706510653], ""type"": ""Point""}";1887;7730697;rue des Platineurs;6626;8;1209685;Liège;4020;1;2022-09-14;2022-11-01;Existant;2022;;6;Liège
50.6033640983, 5.559849433;"{""coordinates"": [5.559849433, 50.6033640983], ""type"": ""Point""}";1909;7730884;rue du Sart-Tilman;734;15;1167187;Liège;4031;1;2022-10-31;2022-11-18;Existant;;;6;Liège
50.6062823513, 5.6237327475;"{""coordinates"": [5.6237327475, 50.6062823513], ""type"": ""Point""}";1936;7730709;rue des Primevères;7492;44;1231912;Liège;4032;1;2023-02-15;2023-03-09;Existant;;;6;Liège
50.6320370889, 5.630354064;"{""coordinates"": [5.630354064, 50.6320370889], ""type"": ""Point""}";1955;7730749;rue Docteur Bordet;766;28;1227675;Liège;4030;1;2023-03-30;2023-04-17;Existant;2023;;6;Liège
50.6466546921, 5.6042283974;"{""coordinates"": [5.6042283974, 50.6466546921], ""type"": ""Point""}";1468;7729620;avenue de Lille;223;1;1134212;Liège;4020;2;2021-03-26;2021-03-26;Existant;;;;Liège
50.6302971475, 5.559638845;"{""coordinates"": [5.559638845, 50.6302971475], ""type"": ""Point""}";1263;7730169;rue Ambiorix;93;54;1229009;Liège;4000;2;2021-03-25;2023-03-09;Existant;;;;Liège
50.6365288269, 5.6037745556;"{""coordinates"": [5.6037745556, 50.6365288269], ""type"": ""Point""}";1756;7730675;rue des Muguets;6325;20;1225871;Liège;4020;1;2021-08-20;2021-08-20;Existant;;;;Liège
50.6352324609, 5.5819301605;"{""coordinates"": [5.5819301605, 50.6352324609], ""type"": ""Point""}";1604;7731403;rue Villette;791;37;1156873;Liège;4020;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6536023472, 5.5932320002;"{""coordinates"": [5.5932320002, 50.6536023472], ""type"": ""Point""}";1745;7731405;rue Vivegnis;56;330;1189963;Liège;4000;1;2021-08-20;2021-08-20;Existant;;;;Liège
50.6335291155, 5.5711654956;"{""coordinates"": [5.5711654956, 50.6335291155], ""type"": ""Point""}";1834;7731138;rue Lebeau;343;1;1233548;Liège;4000;1;2021-12-17;2021-12-17;Existant;;;6;Liège
50.6434796, 5.5859638574;"{""coordinates"": [5.5859638574, 50.6434796], ""type"": ""Point""}";911;7729676;boulevard de la Constitution;616;48;1137257;Liège;4020;1;2013-05-30;2022-01-28;Existant;;;;Liège
50.6472117248, 5.6021516284;"{""coordinates"": [5.6021516284, 50.6472117248], ""type"": ""Point""}";1087;7729649;avenue Georges Truffaut;221;16;1872817;Liège;4020;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6349310892, 5.6040036199;"{""coordinates"": [5.6040036199, 50.6349310892], ""type"": ""Point""}";1450;7729655;avenue Joseph Merlot;6322;131;1443891;Liège;4020;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6217552737, 5.5884068008;"{""coordinates"": [5.5884068008, 50.6217552737], ""type"": ""Point""}";1533;7729663;avenue Reine Elisabeth;125;15;1119058;Liège;4020;1;2021-03-27;2021-03-27;Existant;;;;Liège
50.6372305729, 5.5672087923;"{""coordinates"": [5.5672087923, 50.6372305729], ""type"": ""Point""}";1107;7729672;boulevard d'Avroy;21;70;1871876;Liège;4000;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6316551115, 5.5674934282;"{""coordinates"": [5.5674934282, 50.6316551115], ""type"": ""Point""}";1819;7729672;boulevard d'Avroy;31;238;1870898;Liège;4000;2;2021-08-30;2021-08-30;Existant;;;;Liège
50.6309124406, 5.5621085701;"{""coordinates"": [5.5621085701, 50.6309124406], ""type"": ""Point""}";766;7730910;rue Edouard Wacken;322;31;1448138;Liège;4000;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6432330979, 5.5657333183;"{""coordinates"": [5.5657333183, 50.6432330979], ""type"": ""Point""}";625;7729677;boulevard de la Sauvenière;13;90;1870945;Liège;4000;1;2013-05-30;2021-08-27;Existant;;;;Liège
50.6440486047, 5.5670376568;"{""coordinates"": [5.5670376568, 50.6440486047], ""type"": ""Point""}";862;7729677;boulevard de la Sauvenière;13;60;1130715;Liège;4000;1;2013-05-30;2021-08-27;Existant;;;;Liège
50.6440208801, 5.5681347998;"{""coordinates"": [5.5681347998, 50.6440208801], ""type"": ""Point""}";1097;7729677;boulevard de la Sauvenière;13;31;1870934;Liège;4000;2;2013-05-30;2021-08-27;Existant;;;;Liège
50.6239865424, 5.5850303864;"{""coordinates"": [5.5850303864, 50.6239865424], ""type"": ""Point""}";1369;7729686;boulevard Emile de Laveleye;1215;24;1107110;Liège;4020;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6353827508, 5.5721144243;"{""coordinates"": [5.5721144243, 50.6353827508], ""type"": ""Point""}";865;7729690;boulevard Frère Orban;331;4;1873575;Liège;4000;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6410349061, 5.5795591421;"{""coordinates"": [5.5795591421, 50.6410349061], ""type"": ""Point""}";765;7729702;boulevard Saucy;675;8;1106242;Liège;4020;1;2013-05-30;2021-04-08;Existant;;;;Liège
50.6160518053, 5.6195360445;"{""coordinates"": [5.6195360445, 50.6160518053], ""type"": ""Point""}";1795;7729744;cité des Thiers;7555;9;1117855;Liège;4032;1;2021-08-25;2021-08-25;Existant;;;;Liège
50.6469710054, 5.5766045327;"{""coordinates"": [5.5766045327, 50.6469710054], ""type"": ""Point""}";1255;7731198;rue Moray;57;2;1218496;Liège;4000;1;;2021-09-02;Existant;;;;Liège
50.6445245135, 5.5653982894;"{""coordinates"": [5.5653982894, 50.6445245135], ""type"": ""Point""}";1488;7729931;Mont-Saint-Martin;485;54;1233285;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
50.6110091878, 5.5997828638;"{""coordinates"": [5.5997828638, 50.6110091878], ""type"": ""Point""}";1266;7729961;place Andréa Jadoulle;721;24;1132197;Liège;4031;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6279112935, 5.5838483062;"{""coordinates"": [5.5838483062, 50.6279112935], ""type"": ""Point""}";1694;7729963;place Barthélemy-Vieillevoye;126;5;1132179;Liège;4020;1;2021-04-14;2021-04-14;Existant;;;;Liège
50.6413509165, 5.5753258385;"{""coordinates"": [5.5753258385, 50.6413509165], ""type"": ""Point""}";1131;7729966;place Cockerill;127;5;1872176;Liège;4000;3;;2021-09-02;Existant;;;;Liège
50.6482876678, 5.5831030468;"{""coordinates"": [5.5831030468, 50.6482876678], ""type"": ""Point""}";743;7731327;rue Saint-Thomas;592;13;1149603;Liège;4000;1;2013-05-30;2021-04-08;Existant;;;;Liège
50.6405687249, 5.571594578;"{""coordinates"": [5.571594578, 50.6405687249], ""type"": ""Point""}";1796;7729972;place de la Cathédrale;256;26;1964954;Liège;4000;2;2021-08-26;2021-08-26;Existant;;;;Liège
50.6384978989, 5.5823603664;"{""coordinates"": [5.5823603664, 50.6384978989], ""type"": ""Point""}";839;7729983;place Delcour;621;7;1114887;Liège;4020;3;2013-05-30;2021-09-02;Existant;;;;Liège
50.6476028753, 5.5541405815;"{""coordinates"": [5.5541405815, 50.6476028753], ""type"": ""Point""}";742;7731300;rue Sainte-Marguerite;43;276;1141671;Liège;4000;3;2013-05-30;2021-08-19;Existant;;;;Liège
50.6236176417, 5.5711969763;"{""coordinates"": [5.5711969763, 50.6236176417], ""type"": ""Point""}";1683;7729992;place des Franchises;33;11;1117049;Liège;4000;1;2021-04-12;2021-04-12;Existant;;;;Liège
50.6171666697, 5.6208820099;"{""coordinates"": [5.6208820099, 50.6171666697], ""type"": ""Point""}";657;7730033;place Hubert Pissard;7541;6;1115277;Liège;4032;1;2013-05-30;2021-03-26;Existant;;;;Liège
50.6436206445, 5.5828592066;"{""coordinates"": [5.5828592066, 50.6436206445], ""type"": ""Point""}";912;7730034;place Jehan-Le-Bel;64;3;1115266;Liège;4020;2;2013-05-30;2021-08-18;Existant;;;;Liège
50.6331212265, 5.6027988471;"{""coordinates"": [5.6027988471, 50.6331212265], ""type"": ""Point""}";1710;7730044;place Nicolas Bernimolin;795;2;1106696;Liège;4030;1;2021-05-17;2021-09-02;Existant;;;;Liège
50.6472974887, 5.5823753062;"{""coordinates"": [5.5823753062, 50.6472974887], ""type"": ""Point""}";1681;7730047;place Saint-Barthélemy;576;1;1106677;Liège;4000;1;2021-04-08;2021-04-08;Existant;;;;Liège
50.6317171338, 5.5656472166;"{""coordinates"": [5.5656472166, 50.6317171338], ""type"": ""Point""}";1701;7730052;place Sainte-Véronique;37;2;1132884;Liège;4000;1;2021-05-17;2021-05-17;Existant;;;;Liège
50.6373875344, 5.5795431763;"{""coordinates"": [5.5795431763, 50.6373875344], ""type"": ""Point""}";638;7730059;place Sylvain Dupuis;678;4;1133004;Liège;4020;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6358524317, 5.577457059;"{""coordinates"": [5.577457059, 50.6358524317], ""type"": ""Point""}";1102;7730110;quai de la Boverie;716;15;1107174;Liège;4020;1;2013-05-30;2021-08-18;Existant;;;;Liège
50.6328958963, 5.5766812781;"{""coordinates"": [5.5766812781, 50.6328958963], ""type"": ""Point""}";1122;7730110;quai de la Boverie;716;52;1107143;Liège;4020;1;2013-05-30;2021-08-18;Existant;;;;Liège
50.6257446898, 5.5746283827;"{""coordinates"": [5.5746283827, 50.6257446898], ""type"": ""Point""}";1061;7730118;quai de Rome;366;20;1108032;Liège;4000;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6246883549, 5.570826367;"{""coordinates"": [5.570826367, 50.6246883549], ""type"": ""Point""}";1096;7730163;rue Albert de Cuyck;33;53;1111533;Liège;4000;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.62160237, 5.5771468823;"{""coordinates"": [5.5771468823, 50.62160237], ""type"": ""Point""}";1050;7730118;quai de Rome;366;64;1108002;Liège;4000;1;2013-05-30;2021-03-27;Existant;;;;Liège
50.6199021225, 5.5778854824;"{""coordinates"": [5.5778854824, 50.6199021225], ""type"": ""Point""}";717;7730118;quai de Rome;366;83;1107985;Liège;4000;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6461969673, 5.6332309924;"{""coordinates"": [5.6332309924, 50.6461969673], ""type"": ""Point""}";1839;7730249;rue Charlemagne;6424;32;1872647;Liège;4020;1;2022-01-28;2022-01-28;Existant;;;6;Liège
50.6195693758, 5.5900777997;"{""coordinates"": [5.5900777997, 50.6195693758], ""type"": ""Point""}";700;7730120;quai des Ardennes;124;50;1134296;Liège;4020;2;2013-05-30;2021-08-25;Existant;;;;Liège
50.6419012379, 5.58999621;"{""coordinates"": [5.58999621, 50.6419012379], ""type"": ""Point""}";921;7730111;quai de la Dérivation;622;53;1235371;Liège;4020;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6094617617, 5.6146187324;"{""coordinates"": [5.6146187324, 50.6094617617], ""type"": ""Point""}";1302;7730131;quai Henri Borguet;7483;1;1136854;Liège;4032;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6283545607, 5.5792383733;"{""coordinates"": [5.5792383733, 50.6283545607], ""type"": ""Point""}";1037;7730135;quai Mativa;1235;5;1126169;Liège;4020;1;2013-05-30;2021-08-31;Existant;;;;Liège
50.6356404515, 5.5785037608;"{""coordinates"": [5.5785037608, 50.6356404515], ""type"": ""Point""}";618;7730137;quai Orban;769;16;1117472;Liège;4020;2;2013-05-30;2013-05-30;Existant;;;;Liège
50.6367190628, 5.5876328046;"{""coordinates"": [5.5876328046, 50.6367190628], ""type"": ""Point""}";764;7730200;rue Basse-Wez;73;47;1130942;Liège;4020;1;2013-05-30;2021-08-25;Existant;;;;Liège
50.6367685615, 5.5876282865;"{""coordinates"": [5.5876282865, 50.6367685615], ""type"": ""Point""}";940;7730200;rue Basse-Wez;73;43;1130943;Liège;4020;1;2013-05-30;2021-04-09;Existant;;;;Liège
50.644266086, 5.5487564189;"{""coordinates"": [5.5487564189, 50.644266086], ""type"": ""Point""}";1727;7730219;rue Bois Gotha;421;84;1130497;Liège;4000;1;2021-08-19;2021-08-19;Existant;;;;Liège
50.6632069069, 5.5666052052;"{""coordinates"": [5.5666052052, 50.6632069069], ""type"": ""Point""}";680;7730229;rue Bontemps;81;95;1124478;Liège;4000;1;2013-05-30;2021-08-19;Existant;;;;Liège
50.629060167, 5.5524453521;"{""coordinates"": [5.5524453521, 50.629060167], ""type"": ""Point""}";1330;7730831;rue du Laveu;945;106;1220815;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6371466119, 5.5663139763;"{""coordinates"": [5.5663139763, 50.6371466119], ""type"": ""Point""}";1015;7730287;rue Darchis;226;19;1123692;Liège;4000;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6117741288, 5.6017097424;"{""coordinates"": [5.6017097424, 50.6117741288], ""type"": ""Point""}";817;7730307;rue de Chênée;727;8;1108125;Liège;4031;1;2013-05-30;2021-03-25;Existant;;;;Liège
50.6297140736, 5.5649118171;"{""coordinates"": [5.5649118171, 50.6297140736], ""type"": ""Point""}";1125;7730308;rue de Chestret;317;4;1108106;Liège;4000;2;2013-05-30;2021-08-18;Existant;;;;Liège
50.6253914785, 5.6006280736;"{""coordinates"": [5.6006280736, 50.6253914785], ""type"": ""Point""}";1172;7730313;rue de Cracovie;7959;56;1125841;Liège;4030;1;;2021-09-02;Existant;;;;Liège
50.6261951443, 5.5821637683;"{""coordinates"": [5.5821637683, 50.6261951443], ""type"": ""Point""}";1036;7730316;rue de Fétinne;1218;58;1108521;Liège;4020;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6294994553, 5.6169819456;"{""coordinates"": [5.6169819456, 50.6294994553], ""type"": ""Point""}";1148;7730326;rue de Herve;7612;369;1119011;Liège;4030;1;;2021-09-02;Existant;;;;Liège
50.6498829688, 5.5495242462;"{""coordinates"": [5.5495242462, 50.6498829688], ""type"": ""Point""}";918;7730327;rue de Hesbaye;461;185;1128015;Liège;4000;2;2013-05-30;2021-09-02;Existant;;;;Liège
50.6486103501, 5.5543508667;"{""coordinates"": [5.5543508667, 50.6486103501], ""type"": ""Point""}";916;7730327;rue de Hesbaye;461;91;1117239;Liège;4000;1;2013-05-30;2021-08-19;Existant;;;;Liège
50.6263425632, 5.5918874857;"{""coordinates"": [5.5918874857, 50.6263425632], ""type"": ""Point""}";1165;7730351;rue de la Chartreuse;7733;9;1222302;Liège;4030;2;;2021-08-25;Existant;;;;Liège
50.6310132199, 5.628401442;"{""coordinates"": [5.628401442, 50.6310132199], ""type"": ""Point""}";1321;7730352;rue de la Chaudronnerie;7672;47;1222257;Liège;4030;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6121258511, 5.6199211116;"{""coordinates"": [5.6199211116, 50.6121258511], ""type"": ""Point""}";1247;7731047;rue Hippolyte Cornet;7421;36;1211061;Liège;4032;1;;2021-09-02;Existant;;;;Liège
50.6201160094, 5.6034463648;"{""coordinates"": [5.6034463648, 50.6201160094], ""type"": ""Point""}";1750;7730366;rue de la Fonderie;783;11;1110395;Liège;4030;1;2021-08-20;2021-08-20;Existant;;;;Liège
50.629100705, 5.6058638378;"{""coordinates"": [5.6058638378, 50.629100705], ""type"": ""Point""}";1396;7730369;rue de la Forge;7961;54;1112549;Liège;4030;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.619244262, 5.6206079574;"{""coordinates"": [5.6206079574, 50.619244262], ""type"": ""Point""}";1175;7730375;rue de la Jonchaie;7526;24;1130187;Liège;4032;1;;2021-09-02;Existant;;;;Liège
50.6441852161, 5.5757153433;"{""coordinates"": [5.5757153433, 50.6441852161], ""type"": ""Point""}";931;7730386;rue de la Madeleine;155;15;1110766;Liège;4000;2;2013-05-30;2013-05-30;Existant;;;;Liège
50.6105386441, 5.5692379371;"{""coordinates"": [5.5692379371, 50.6105386441], ""type"": ""Point""}";1702;7730397;rue de la Préfecture;9864;27;1119781;Liège;4000;1;2021-05-17;2021-05-17;Existant;;;;Liège
50.6077412525, 5.6235851521;"{""coordinates"": [5.6235851521, 50.6077412525], ""type"": ""Point""}";1208;7730407;rue de la Révision;7495;101;1106990;Liège;4032;2;;2021-08-25;Existant;;;;Liège
50.6626205495, 5.5555703279;"{""coordinates"": [5.5555703279, 50.6626205495], ""type"": ""Point""}";882;7730418;rue de la Tonne;8355;277;1211629;Liège;4000;1;2013-05-30;2021-08-31;Existant;;;;Liège
50.6450917362, 5.5756774457;"{""coordinates"": [5.5756774457, 50.6450917362], ""type"": ""Point""}";597;7730455;rue de l'Epée;133;2;1133270;Liège;4000;1;2013-05-30;2021-06-15;Existant;;;;Liège
50.6393718327, 5.5942760589;"{""coordinates"": [5.5942760589, 50.6393718327], ""type"": ""Point""}";925;7730441;rue de l'Armistice;622;52;1104332;Liège;4020;2;2013-05-30;2021-08-25;Existant;;;;Liège
50.6112772448, 5.6189157012;"{""coordinates"": [5.6189157012, 50.6112772448], ""type"": ""Point""}";1245;7730449;rue de l'Eglise;742;102;1872992;Liège;4032;1;;2021-09-02;Existant;;;;Liège
50.6412103235, 5.5469012743;"{""coordinates"": [5.5469012743, 50.6412103235], ""type"": ""Point""}";974;7730457;rue de l'Espérance;443;19;1135459;Liège;4000;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6231254596, 5.6239613139;"{""coordinates"": [5.6239613139, 50.6231254596], ""type"": ""Point""}";1379;7730459;rue de l'Espoir;7662;212;1224527;Liège;4030;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6113267665, 5.5543190103;"{""coordinates"": [5.5543190103, 50.6113267665], ""type"": ""Point""}";1644;7730463;rue de l'Hippodrome;9835;170;1215974;Liège;4000;1;2021-03-31;2021-03-31;Existant;;;;Liège
50.6127296643, 5.5854490687;"{""coordinates"": [5.5854490687, 50.6127296643], ""type"": ""Point""}";699;7729650;avenue Henri Piedboeuf;7229;3;1133325;Liège;4031;2;2013-05-30;2021-03-26;Existant;;;;Liège
50.6085690725, 5.5561581107;"{""coordinates"": [5.5561581107, 50.6085690725], ""type"": ""Point""}";982;7730469;rue de l'Ile-Coune;9837;28;1123397;Liège;4000;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.619468567, 5.5759323754;"{""coordinates"": [5.5759323754, 50.619468567], ""type"": ""Point""}";713;7730485;rue de Namur;352;37;1115105;Liège;4000;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.621248688, 5.5862226701;"{""coordinates"": [5.5862226701, 50.621248688], ""type"": ""Point""}";691;7730486;rue de Paris;1242;20;1113017;Liège;4020;1;2013-05-30;2021-08-25;Existant;;;;Liège
50.6119404988, 5.5774255472;"{""coordinates"": [5.5774255472, 50.6119404988], ""type"": ""Point""}";732;7730492;rue de Renory;73;124;1912405;Liège;4031;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6142380139, 5.579532844;"{""coordinates"": [5.579532844, 50.6142380139], ""type"": ""Point""}";903;7730492;rue de Renory;73;61;1912344;Liège;4031;1;2013-05-30;2021-08-25;Existant;;;;Liège
50.612241767, 5.5778792258;"{""coordinates"": [5.5778792258, 50.612241767], ""type"": ""Point""}";730;7730492;rue de Renory;73;117;1912398;Liège;4031;1;2013-05-30;2021-08-25;Existant;;;;Liège
50.6354672471, 5.6032294728;"{""coordinates"": [5.6032294728, 50.6354672471], ""type"": ""Point""}";923;7730493;rue de Robermont;6327;280;1131178;Liège;4020;1;2013-05-30;2013-05-30;Existant;;;;Liège
50.6574313074, 5.563128983;"{""coordinates"": [5.563128983, 50.6574313074], ""type"": ""Point""}";887;7730494;rue de Rocourt;859;10;1912551;Liège;4000;1;2013-05-30;2021-03-27;Existant;;;;Liège
50.6206976135, 5.5881165952;"{""coordinates"": [5.5881165952, 50.6206976135], ""type"": ""Point""}";1032;7730512;rue de Turin;1262;12;1236135;Liège;4020;2;2013-05-30;2021-03-27;Existant;;;;Liège
50.6479243593, 5.6330077496;"{""coordinates"": [5.6330077496, 50.6479243593], ""type"": ""Point""}";756;7730515;rue de Visé;6515;196;1229633;Liège;4020;1;2013-05-30;2021-08-31;Existant;;;;Liège
50.6478174968, 5.6314173538;"{""coordinates"": [5.6314173538, 50.6478174968], ""type"": ""Point""}";1771;7730544;rue des Anciennes Houblonnières;645;11;1229321;Liège;4020;1;2021-08-25;2021-08-25;Existant;;;;Liège
50.6188303138, 5.6158983754;"{""coordinates"": [5.6158983754, 50.6188303138], ""type"": ""Point""}";1248;7730557;rue des Bedennes;753;265;1221060;Liège;4032;1;;2021-09-02;Existant;;;;Liège
50.6146884893, 5.6152413692;"{""coordinates"": [5.6152413692, 50.6146884893], ""type"": ""Point""}";1794;7730557;rue des Bedennes;745;27;1221055;Liège;4032;1;2021-08-25;2021-08-25;Existant;;;;Liège
50.6431577419, 5.5884156364;"{""coordinates"": [5.5884156364, 50.6431577419], ""type"": ""Point""}";793;7730563;rue des Bonnes-Villes;612;32;1871228;Liège;4020;1;2013-05-30;2021-09-30;Existant;;;;Liège
50.6530343355, 5.5668450138;"{""coordinates"": [5.5668450138, 50.6530343355], ""type"": ""Point""}";1310;7730610;rue des Eglantiers;83;1;1231899;Liège;4000;1;2021-03-25;2021-03-25;Existant;;;;Liège
50.6198735404, 5.6227026439;"{""coordinates"": [5.6227026439, 50.6198735404], ""type"": ""Point""}";1174;7730576;rue des Cenelles;7533;8;1212908;Liège;4032;1;;2021-09-02;Existant;;;;Liège
50.6611863977, 5.575956466;"{""coordinates"": [5.575956466, 50.6611863977], ""type"": ""Point""}";1339;7730592;rue des Cotillages;821;141;1240044;Liège;4000;1;2021-03-25;2021-09-24;Existant;;;;Liège
50.6156970694, 5.6133781394;"{""coordinates"": [5.6133781394, 50.6156970694], ""type"": ""Point""}";1202;7730596;rue des Courteaux;7417;35;1220723;Liège;4032;1;;2021-09-02;Existant;;;;Liège
50.6186484072, 5.6243389043;"{""coordinates"": [5.6243389043, 50.6186484072], ""type"": ""Point""}";1182;7730597;rue des Crahlis;7538;1;1222903;Liège;4032;1;;2021-09-02;Existant;;;;Liège
50.6303868474, 5.5609536472;"{""coordinates"": [5.5609536472, 50.6303868474], ""type"": ""Point""}";869;7730606;rue des Eburons;925;46;1240438;Liège;4000;1;2013-05-30;2021-08-18;Existant;;;;Liège
50.6306717519, 5.560762513;"{""coordinates"": [5.560762513, 50.6306717519], ""type"": ""Point""}";872;7730606;rue des Eburons;925;36;1240444;Liège;4000;1;2013-05-30;2021-09-02;Existant;;;;Liège
50.6267632976, 5.5449511857;"{""coordinates"": [5.5449511857, 50.6267632976], ""type"": ""Point""}";1421;7730632;rue des Grands Champs;931;87;1239044;Liège;4000;1;2021-03-26;2021-03-26;Existant;;;;Liège
